date,district,market,commodity,variety,min_price,max_price,modal_price
2023-02-04,Kolhapur,Vadgaonpeth,Onion,Local,1000,1500,1300.0
2023-02-04,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,400,1050,725.0
2023-02-04,Kolhapur,Kolhapur,Onion,Other,500,1500,900.0
2023-02-04,Pune,Khed(Chakan),Onion,Other,1000,1400,1200.0
2023-02-04,Pune,Pune(Moshi),Onion,Local,300,1100,700.0
2023-02-04,Nagpur,Kamthi,Onion,Local,1400,1800,1600.0
2023-02-04,Ahmednagar,Kopargaon,Onion,Red,800,1150,1000.0
2023-02-04,Jalgaon,Yawal,Onion,Red,1030,2045,1590.0
2023-02-04,Pune,Junnar(Narayangaon),Onion,Other,500,1300,800.0
2023-02-04,Jalgaon,Bhusaval,Onion,Red,1000,1000,1000.0
2023-02-04,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,450,1125,930.0
2023-02-04,Ahmednagar,Ahmednagar,Onion,Other,600,1300,900.0
2023-02-04,Chattrapati Sambhajinagar,Lasur Station,Onion,Other,600,1055,850.0
2023-02-04,Ahmednagar,Newasa(Ghodegaon),Onion,Red,500,1300,1100.0
2023-02-04,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,1000,1800,1400.0
2023-02-04,Nandurbar,Navapur,Onion,Other,1000,1500,1250.0
2023-02-04,Ahmednagar,Jamkhed,Onion,Local,100,1500,800.0
2023-02-04,Nagpur,Nagpur,Onion,White,900,1400,1275.0
2023-02-04,Nashik,Lasalgaon,Onion,Red,600,1552,1151.0
2023-02-04,Nashik,Manmad,Onion,Red,400,1170,950.0
2023-02-04,Chandrapur,Chandrapur(Ganjwad),Onion,White,1200,1600,1580.0
2023-02-04,Nashik,Nasik,Onion,Pole,700,1351,1100.0
2023-02-04,Satara,Satara,Onion,Other,1000,1300,1150.0
2023-02-04,Nashik,Dindori(Vani),Onion,Red,851,1577,1325.0
2023-02-04,Nashik,Lasalgaon(Vinchur),Onion,Red,600,1451,1150.0
2023-02-04,Nashik,Lasalgaon(Niphad),Onion,Red,551,1151,1061.0
2023-02-04,Satara,Karad,Onion,Other,500,1500,1500.0
2023-02-04,Dhule,Sakri,Onion,Red,500,950,900.0
2023-02-04,Nashik,Yeola,Onion,Red,300,1291,1000.0
2023-02-04,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,300,1450,875.0
2023-02-04,Nashik,Chandvad,Onion,Red,500,1388,1050.0
2023-02-04,Nagpur,Nagpur,Onion,Red,900,1400,1275.0
2023-02-04,Pune,Pune(Manjri),Onion,Local,800,1300,1100.0
2023-02-04,Jalgaon,Jalgaon,Onion,Red,377,1112,787.0
2023-02-04,Sholapur,Solapur,Onion,Red,100,1500,900.0
2023-02-05,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,300,1100,700.0
2023-02-05,Satara,Karad,Onion,Other,500,1700,1700.0
2023-02-05,Nandurbar,Navapur,Onion,Other,1000,1500,1200.0
2023-02-05,Raigad,Karjat(Raigad),Onion,1st Sort,200,1200,700.0
2023-02-05,Ahmednagar,Parner,Onion,Red,300,1500,1000.0
2023-02-05,Pune,Pune(Moshi),Onion,Local,300,1000,650.0
2023-02-05,Pune,Junnar,Onion,Other,900,1300,1000.0
2023-02-05,Jalgaon,Bhusaval,Onion,Red,1000,1000,1000.0
2023-02-05,Pune,Manchar,Onion,Other,700,1550,1125.0
2023-02-05,Pune,Junnar(Alephata),Onion,Other,700,1500,1200.0
2023-02-05,Nagpur,Nagpur,Onion,White,1000,1500,1375.0
2023-02-05,Satara,Satara,Onion,Other,1000,1300,1150.0
2023-02-05,Pune,Pune,Onion,Local,500,1300,900.0
2023-02-05,Jalgaon,Yawal,Onion,Red,1020,2045,1590.0
2023-02-05,Raigad,Pen,Onion,Red,2600,2800,2600.0
2023-02-05,Ahmednagar,Pathardi,Onion,Red,200,1200,1000.0
2023-02-05,Nagpur,Ramtek,Onion,Other,1800,2000,1900.0
2023-02-05,Ahmednagar,Rahata,Onion,Other,200,1300,850.0
2023-02-05,Pune,Khed(Chakan),Onion,Other,1000,1400,1200.0
2023-02-05,Ahmednagar,Shrigonda,Onion,Other,300,1200,800.0
2023-02-05,Pune,Pune(Khadiki),Onion,Local,800,1300,1050.0
2023-02-05,Nagpur,Nagpur,Onion,Red,1000,1500,1375.0
2023-02-05,Nagpur,Kamthi,Onion,Local,1400,1800,1600.0
2023-02-05,Chattrapati Sambhajinagar,Paithan,Onion,Red,450,1200,850.0
2023-02-05,Ahmednagar,Rahuri,Onion,Other,100,1200,650.0
2023-02-05,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,650,1100,1030.0
2023-02-05,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,1000,2000,1500.0
2023-02-06,Nandurbar,Navapur,Onion,Other,1000,1500,1153.0
2023-02-06,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,500,1320,950.0
2023-02-06,Sholapur,Kurdwadi(Modnimb),Onion,Red,300,1152,800.0
2023-02-06,Ahmednagar,Newasa(Ghodegaon),Onion,Red,500,1300,1100.0
2023-02-06,Nashik,Nandgaon,Onion,Red,200,1125,900.0
2023-02-06,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,300,1400,850.0
2023-02-06,Nashik,Pimpalgaon,Onion,Pole,300,1625,1050.0
2023-02-06,Nashik,Sinner,Onion,Red,200,1230,950.0
2023-02-06,Satara,Satara,Onion,Other,1000,1800,1400.0
2023-02-06,Pune,Pune(Moshi),Onion,Local,400,1500,950.0
2023-02-06,Pune,Pune(Manjri),Onion,Local,800,1300,1100.0
2023-02-06,Dhule,Sakri,Onion,Red,400,1100,900.0
2023-02-06,Ahmednagar,Shrigonda,Onion,Other,400,1100,900.0
2023-02-06,Nashik,Lasalgaon,Onion,Red,400,1571,1230.0
2023-02-06,Mumbai,Vashi New Mumbai,Onion,Other,900,1500,1200.0
2023-02-06,Nagpur,Kamthi,Onion,Local,1400,1800,1600.0
2023-02-06,Nashik,Manmad,Onion,Red,400,1299,1000.0
2023-02-06,Sholapur,Solapur,Onion,Red,100,1600,900.0
2023-02-06,Nashik,Satana,Onion,Red,200,1235,925.0
2023-02-06,Nagpur,Nagpur,Onion,Red,800,1500,1250.0
2023-02-06,Ahmednagar,Sangamner,Onion,Red,500,1551,1026.0
2023-02-06,Nashik,Dindori(Vani),Onion,Red,850,1527,1305.0
2023-02-06,Nashik,Chandvad,Onion,Red,600,1299,1050.0
2023-02-06,Raigad,Karjat(Raigad),Onion,1st Sort,200,1200,700.0
2023-02-06,Ahmednagar,Rahuri(Vambori),Onion,Red,100,1300,800.0
2023-02-06,Pune,Junnar(Narayangaon),Onion,Other,850,1300,1000.0
2023-02-06,Satara,Karad,Onion,Other,1000,2000,2000.0
2023-02-06,Sholapur,Mangal Wedha,Onion,Other,200,1300,1000.0
2023-02-06,Nashik,Lasalgaon(Vinchur),Onion,Red,500,1451,1200.0
2023-02-06,Jalgaon,Yawal,Onion,Red,1020,2045,1570.0
2023-02-06,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,200,1200,700.0
2023-02-06,Ahmednagar,Ahmednagar,Onion,Red,700,1300,1000.0
2023-02-06,Jalgaon,Jalgaon,Onion,Red,350,1100,750.0
2023-02-06,Nashik,Nampur,Onion,Red,100,1280,1000.0
2023-02-06,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,400,1200,950.0
2023-02-06,Kolhapur,Kolhapur,Onion,Other,500,1500,1000.0
2023-02-06,Nashik,Devala,Onion,Red,375,1265,1050.0
2023-02-06,Satara,Lonand,Onion,Red,400,1401,1150.0
2023-02-06,Nashik,Nasik,Onion,Other,650,1301,1000.0
2023-02-06,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,1000,1800,1400.0
2023-02-06,Pune,Indapur,Onion,Red,200,1100,700.0
2023-02-06,Nashik,Yeola,Onion,Red,200,1291,950.0
2023-02-06,Nashik,Lasalgaon(Niphad),Onion,Red,625,1156,1050.0
2023-02-06,Pune,Pune(Khadiki),Onion,Local,1100,1300,1200.0
2023-02-06,Pune,Pune,Onion,Local,500,1400,950.0
2023-02-06,Nashik,Kalvan,Onion,Red,300,1235,1000.0
2023-02-07,Dhule,Sakri,Onion,Red,400,1150,900.0
2023-02-07,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,600,1120,1000.0
2023-02-07,Ahmednagar,Jamkhed,Onion,Local,100,1400,750.0
2023-02-07,Buldhana,Malkapur,Onion,Local,350,1200,875.0
2023-02-07,Pune,Pune(Khadiki),Onion,Local,1000,1300,1150.0
2023-02-07,Nashik,Kalvan,Onion,Red,300,1225,950.0
2023-02-07,Jalgaon,Yawal,Onion,Red,1010,2020,1590.0
2023-02-07,Nashik,Devala,Onion,Red,300,1170,1040.0
2023-02-07,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,1000,2000,1500.0
2023-02-07,Raigad,Karjat(Raigad),Onion,1st Sort,200,1200,700.0
2023-02-07,Mumbai,Vashi New Mumbai,Onion,Other,800,1400,1100.0
2023-02-07,Nashik,Nampur,Onion,Red,100,1190,950.0
2023-02-07,Ahmednagar,Rahata,Onion,Other,200,1200,850.0
2023-02-07,Satara,Karad,Onion,Other,500,1500,1500.0
2023-02-07,Nashik,Manmad,Onion,Red,400,1164,1000.0
2023-02-07,Pune,Khed(Chakan),Onion,Other,1000,1400,1200.0
2023-02-07,Ahmednagar,Sangamner,Onion,Red,500,1551,1025.0
2023-02-07,Ahmednagar,Shrigonda,Onion,Other,400,1150,800.0
2023-02-07,Ahmednagar,Pathardi,Onion,Red,200,1100,900.0
2023-02-07,Pune,Pune,Onion,Local,500,1400,950.0
2023-02-07,Pune,Pune(Moshi),Onion,Local,300,1000,650.0
2023-02-07,Nashik,Sinner,Onion,Red,200,1200,1000.0
2023-02-07,Nagpur,Nagpur,Onion,White,800,1300,1175.0
2023-02-07,Nashik,Nandgaon,Onion,Red,100,1241,900.0
2023-02-07,Kolhapur,Kolhapur,Onion,Other,500,1500,1000.0
2023-02-07,Nashik,Lasalgaon(Niphad),Onion,Red,551,1133,1051.0
2023-02-07,Jalgaon,Bhusaval,Onion,Red,1000,1000,1000.0
2023-02-07,Nashik,Chandvad,Onion,Red,652,1291,980.0
2023-02-07,Nagpur,Nagpur,Onion,Red,800,1300,1175.0
2023-02-07,Pune,Manchar,Onion,Other,700,1510,1105.0
2023-02-07,Nashik,Pimpalgaon,Onion,Pole,300,1636,1101.0
2023-02-07,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,400,1235,970.0
2023-02-07,Sholapur,Pandharpur,Onion,Red,200,1850,1400.0
2023-02-07,Ahmednagar,Rahuri,Onion,Other,100,1200,650.0
2023-02-07,Ahmednagar,Kopargaon,Onion,Red,500,1140,1025.0
2023-02-07,Nashik,Satana,Onion,Red,250,1240,975.0
2023-02-07,Nashik,Umrane,Onion,Red,551,1400,1100.0
2023-02-07,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,300,1400,850.0
2023-02-07,Chandrapur,Chandrapur(Ganjwad),Onion,White,1500,1800,1700.0
2023-02-07,Pune,Junnar(Narayangaon),Onion,Other,300,1350,800.0
2023-02-07,Pune,Pune(Manjri),Onion,Local,800,1300,1100.0
2023-02-07,Dhule,Dhule,Onion,Red,150,1060,860.0
2023-02-07,Sholapur,Solapur,Onion,Red,100,1650,900.0
2023-02-07,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,200,1100,650.0
2023-02-07,Nashik,Lasalgaon,Onion,Red,500,1571,1151.0
2023-02-07,Nashik,Nasik,Onion,Other,650,1301,1000.0
2023-02-07,Nashik,Lasalgaon(Vinchur),Onion,Red,600,1521,1151.0
2023-02-07,Pune,Junnar(Alephata),Onion,Other,700,1550,1200.0
2023-02-07,Nashik,Dindori(Vani),Onion,Red,800,1501,1275.0
2023-02-07,Satara,Vai,Onion,Local,1000,1800,1400.0
2023-02-07,Satara,Satara,Onion,Other,1300,1800,1500.0
2023-02-07,Jalgaon,Jalgaon,Onion,Red,312,1080,715.0
2023-02-08,Nagpur,Nagpur,Onion,White,800,1300,1175.0
2023-02-08,Pune,Pune(Khadiki),Onion,Local,700,1200,950.0
2023-02-08,Mumbai,Vashi New Mumbai,Onion,Other,900,1500,1200.0
2023-02-08,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,300,1300,800.0
2023-02-08,Nashik,Lasalgaon,Onion,Red,500,1590,1100.0
2023-02-08,Jalgaon,Jalgaon,Onion,Red,312,1012,675.0
2023-02-08,Nashik,Chandvad,Onion,Red,350,1225,850.0
2023-02-08,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,1000,1800,1400.0
2023-02-08,Ahmednagar,Kopargaon,Onion,Red,500,1131,1000.0
2023-02-08,Satara,Karad,Onion,Other,500,1500,1500.0
2023-02-08,Nashik,Umrane,Onion,Red,600,1362,1100.0
2023-02-08,Nashik,Pimpalgaon,Onion,Pole,300,1565,1051.0
2023-02-08,Sholapur,Mangal Wedha,Onion,Other,300,1350,1000.0
2023-02-08,Jalgaon,Yawal,Onion,Red,1010,2060,1560.0
2023-02-08,Nashik,Devala,Onion,Red,300,1170,1040.0
2023-02-08,Dharashiv(Usmanabad),Dharashiv,Onion,Red,1000,1600,1300.0
2023-02-08,Sholapur,Akluj,Onion,Red,300,1400,1000.0
2023-02-08,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,400,1190,935.0
2023-02-08,Pune,Pune,Onion,Local,400,1300,850.0
2023-02-08,Nashik,Nampur,Onion,Red,100,1120,950.0
2023-02-08,Nashik,Nasik,Onion,Other,800,1501,1100.0
2023-02-08,Nashik,Dindori(Vani),Onion,Red,800,1541,1291.0
2023-02-08,Sholapur,Solapur,Onion,Red,100,1600,900.0
2023-02-08,Nashik,Satana,Onion,Red,200,1245,950.0
2023-02-08,Ahmednagar,Parner,Onion,Red,300,1400,1050.0
2023-02-08,Jalgaon,Bhusaval,Onion,Red,1000,1000,1000.0
2023-02-08,Nashik,Nandgaon,Onion,Red,100,1101,800.0
2023-02-08,Pune,Junnar(Narayangaon),Onion,Other,500,1300,800.0
2023-02-08,Nashik,Manmad,Onion,Red,400,1176,950.0
2023-02-08,Nagpur,Kamthi,Onion,Local,1400,1800,1600.0
2023-02-08,Ahmednagar,Sangamner,Onion,Red,500,1550,1025.0
2023-02-08,Nashik,Lasalgaon(Niphad),Onion,Red,400,1142,1050.0
2023-02-08,Pune,Pune(Manjri),Onion,Local,1100,1500,1300.0
2023-02-08,Satara,Satara,Onion,Other,1000,1500,1250.0
2023-02-08,Nashik,Yeola,Onion,Red,200,1287,900.0
2023-02-08,Nashik,Sinner,Onion,Red,200,1205,950.0
2023-02-08,Nagpur,Nagpur,Onion,Red,800,1300,1175.0
2023-02-08,Pune,Khed(Chakan),Onion,Other,1000,1400,1200.0
2023-02-08,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,350,1050,700.0
2023-02-08,Ahmednagar,Shrigonda,Onion,Other,400,1100,700.0
2023-02-08,Kolhapur,Kolhapur,Onion,Other,500,1700,1000.0
2023-02-08,Ahmednagar,Newasa(Ghodegaon),Onion,Red,500,1300,1000.0
2023-02-08,Nashik,Lasalgaon(Vinchur),Onion,Red,600,1501,1100.0
2023-02-08,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,450,1065,950.0
2023-02-08,Pune,Indapur,Onion,Red,200,1200,875.0
2023-02-08,Kolhapur,Vadgaonpeth,Onion,Local,1000,3000,2000.0
2023-02-09,Nagpur,Nagpur,Onion,White,800,1300,1175.0
2023-02-09,Ahmednagar,Rahuri(Vambori),Onion,Red,100,1300,800.0
2023-02-09,Nashik,Satana,Onion,Red,250,1265,950.0
2023-02-09,Nashik,Nampur,Onion,Red,100,1200,1000.0
2023-02-09,Buldhana,Malkapur,Onion,Local,400,1005,825.0
2023-02-09,Nashik,Yeola,Onion,Red,200,1292,850.0
2023-02-09,Nashik,Lasalgaon,Onion,Red,500,1534,1000.0
2023-02-09,Pune,Pune(Khadiki),Onion,Local,800,1200,1000.0
2023-02-09,Pune,Pune,Onion,Local,500,1300,900.0
2023-02-09,Sholapur,Solapur,Onion,Red,100,1600,900.0
2023-02-09,Dhule,Sakri,Onion,Red,400,975,900.0
2023-02-09,Pune,Pune(Moshi),Onion,Local,300,1000,650.0
2023-02-09,Pune,Junnar(Otur),Onion,Other,500,1500,1000.0
2023-02-09,Satara,Satara,Onion,Other,1000,1500,1250.0
2023-02-09,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,300,1300,800.0
2023-02-09,Nagpur,Kamthi,Onion,Local,1400,1800,1600.0
2023-02-09,Raigad,Pen,Onion,Red,2400,2600,2400.0
2023-02-09,Pune,Junnar(Narayangaon),Onion,Other,300,1250,800.0
2023-02-09,Nashik,Lasalgaon(Niphad),Onion,Red,371,1071,980.0
2023-02-09,Nagpur,Ramtek,Onion,Other,1800,2000,1900.0
2023-02-09,Nashik,Chandvad,Onion,Red,340,1231,770.0
2023-02-09,Ahmednagar,Kopargaon,Onion,Red,500,1100,950.0
2023-02-09,Nashik,Nasik,Onion,Pole,800,1501,1100.0
2023-02-09,Jalgaon,Jalgaon,Onion,Red,377,1062,750.0
2023-02-09,Pune,Khed(Chakan),Onion,Other,1000,1400,1200.0
2023-02-09,Nashik,Umrane,Onion,Red,601,1200,1000.0
2023-02-09,Nashik,Nandgaon,Onion,Red,100,1091,750.0
2023-02-09,Nagpur,Nagpur,Onion,Red,800,1300,1175.0
2023-02-09,Nashik,Devala,Onion,Red,275,1140,1025.0
2023-02-09,Nashik,Pimpalgaon,Onion,Pole,300,1520,1100.0
2023-02-09,Satara,Vai,Onion,Local,1000,2000,1500.0
2023-02-09,Ahmednagar,Sangamner,Onion,Red,500,1375,937.0
2023-02-09,Satara,Lonand,Onion,Other,450,1400,1150.0
2023-02-09,Chattrapati Sambhajinagar,Lasur Station,Onion,Other,550,1075,875.0
2023-02-09,Nashik,Kalvan,Onion,Red,200,1125,850.0
2023-02-09,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,300,1200,750.0
2023-02-09,Raigad,Karjat(Raigad),Onion,1st Sort,200,1100,650.0
2023-02-09,Jalgaon,Yawal,Onion,Red,1010,2060,1790.0
2023-02-09,Nashik,Dindori(Vani),Onion,Red,800,1600,1350.0
2023-02-09,Nashik,Manmad,Onion,Red,300,1251,950.0
2023-02-09,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,300,1255,750.0
2023-02-09,Nashik,Sinner,Onion,Red,200,1230,850.0
2023-02-09,Jalgaon,Bhusaval,Onion,Red,1000,1000,1000.0
2023-02-09,Nashik,Lasalgaon(Vinchur),Onion,Red,600,1461,1000.0
2023-02-09,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,350,1275,840.0
2023-02-09,Dhule,Dhule,Onion,Red,100,1040,800.0
2023-02-09,Kolhapur,Kolhapur,Onion,Other,500,1800,1000.0
2023-02-09,Mumbai,Vashi New Mumbai,Onion,Other,900,1400,1150.0
2023-02-10,Nashik,Lasalgaon,Onion,Red,400,1499,980.0
2023-02-10,Pune,Junnar(Alephata),Onion,Other,700,1500,1200.0
2023-02-10,Mumbai,Vashi New Mumbai,Onion,Other,900,1300,1100.0
2023-02-10,Nashik,Satana,Onion,Red,200,1260,925.0
2023-02-10,Nashik,Lasalgaon(Vinchur),Onion,Red,450,1415,950.0
2023-02-10,Ahmednagar,Kopargaon,Onion,Red,400,961,800.0
2023-02-10,Ahmednagar,Shrigonda,Onion,Other,400,1100,700.0
2023-02-10,Nashik,Devala,Onion,Red,225,1005,875.0
2023-02-10,Nashik,Nasik,Onion,Pole,750,1351,1100.0
2023-02-10,Jalgaon,Jalgaon,Onion,Red,325,877,587.0
2023-02-10,Ahmednagar,Rahuri,Onion,Other,100,1200,650.0
2023-02-10,Nashik,Yeola,Onion,Red,200,1300,800.0
2023-02-10,Nashik,Lasalgaon(Niphad),Onion,Red,300,1021,900.0
2023-02-10,Nashik,Manmad,Onion,Red,300,1160,900.0
2023-02-10,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,450,1015,900.0
2023-02-10,Pune,Pune(Moshi),Onion,Local,400,1000,700.0
2023-02-10,Pune,Junnar,Onion,Other,900,1300,1000.0
2023-02-10,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,300,1300,800.0
2023-02-10,Kolhapur,Kolhapur,Onion,Other,500,1400,900.0
2023-02-10,Pune,Khed(Chakan),Onion,Other,1000,1400,1200.0
2023-02-10,Dhule,Dhule,Onion,Red,100,990,800.0
2023-02-10,Pune,Pune(Manjri),Onion,Local,800,1300,1100.0
2023-02-10,Nashik,Pimpalgaon,Onion,Pole,350,1390,950.0
2023-02-10,Raigad,Karjat(Raigad),Onion,1st Sort,200,1100,650.0
2023-02-10,Pune,Pune,Onion,Local,500,1300,900.0
2023-02-10,Pune,Pune(Khadiki),Onion,Local,1000,1300,1150.0
2023-02-10,Sholapur,Mangal Wedha,Onion,Other,200,1410,1000.0
2023-02-10,Pune,Junnar(Narayangaon),Onion,Other,500,1250,800.0
2023-02-10,Jalgaon,Yawal,Onion,Red,1020,2060,1795.0
2023-02-10,Jalgaon,Bhusaval,Onion,Red,1000,1000,1000.0
2023-02-10,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,300,1095,800.0
2023-02-10,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,1000,1500,1250.0
2023-02-10,Nashik,Dindori(Vani),Onion,Red,651,1540,1285.0
2023-02-10,Pune,Indapur,Onion,Red,200,1050,700.0
2023-02-10,Ahmednagar,Pathardi,Onion,Red,200,1100,900.0
2023-02-10,Nashik,Chandvad,Onion,Red,300,1252,750.0
2023-02-10,Nashik,Nampur,Onion,Red,100,1210,950.0
2023-02-10,Dhule,Sakri,Onion,Red,500,1000,600.0
2023-02-10,Sholapur,Solapur,Onion,Red,100,1650,900.0
2023-02-10,Ahmednagar,Parner,Onion,Red,300,1350,1000.0
2023-02-10,Nashik,Kalvan,Onion,Red,200,1025,801.0
2023-02-10,Nashik,Umrane,Onion,Red,550,1100,900.0
2023-02-10,Ahmednagar,Sangamner,Onion,Red,500,1375,937.0
2023-02-11,Nashik,Chandvad,Onion,Red,363,1181,780.0
2023-02-11,Pune,Khed(Chakan),Onion,Other,1000,1400,1200.0
2023-02-11,Jalgaon,Jalgaon,Onion,Red,350,825,575.0
2023-02-11,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,200,1000,700.0
2023-02-11,Sangli,"Sangli(Phale, Bhajipura Market)",Onion,Local,300,1400,850.0
2023-02-11,Ahmednagar,Newasa(Ghodegaon),Onion,Red,500,1200,1000.0
2023-02-11,Pune,Pune(Manjri),Onion,Local,800,1300,1100.0
2023-02-11,Nashik,Lasalgaon(Niphad),Onion,Red,451,920,851.0
2023-02-11,Sholapur,Pandharpur,Onion,Red,200,1700,1000.0
2023-02-11,Kolhapur,Kolhapur,Onion,Other,500,1500,1000.0
2023-02-11,Ahmednagar,Jamkhed,Onion,Local,100,1400,750.0
2023-02-11,Jalgaon,Bhusaval,Onion,Red,800,800,800.0
2023-02-11,Nashik,Pimpalgaon,Onion,Pole,300,1356,950.0
2023-02-11,Raigad,Karjat(Raigad),Onion,1st Sort,200,1100,650.0
2023-02-11,Dhule,Sakri,Onion,Red,500,740,600.0
2023-02-11,Ahmednagar,Rahuri(Vambori),Onion,Red,100,1200,700.0
2023-02-11,Pune,Pune(Moshi),Onion,Local,300,1000,650.0
2023-02-11,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,300,1035,750.0
2023-02-11,Nashik,Dindori(Vani),Onion,Red,651,1501,1265.0
2023-02-11,Sholapur,Solapur,Onion,Red,100,1500,900.0
2023-02-11,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,1000,1600,1300.0
2023-02-11,Ahmednagar,Kopargaon,Onion,Red,300,892,750.0
2023-02-11,Nashik,Lasalgaon,Onion,Red,400,1390,960.0
2023-02-11,Nagpur,Nagpur,Onion,Red,800,1400,1250.0
2023-02-11,Mumbai,Vashi New Mumbai,Onion,Other,900,1300,1100.0
2023-02-11,Pune,Junnar(Narayangaon),Onion,Other,300,1300,800.0
2023-02-11,Pune,Pune(Khadiki),Onion,Local,800,1300,1050.0
2023-02-11,Nashik,Lasalgaon(Vinchur),Onion,Red,500,1352,950.0
2023-02-11,Satara,Karad,Onion,Other,500,1300,1300.0
2023-02-11,Nashik,Manmad,Onion,Red,300,1087,850.0
2023-02-11,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,100,800,450.0
2023-02-12,Nagpur,Nagpur,Onion,White,800,1300,1125.0
2023-02-12,Pune,Khed(Chakan),Onion,Other,1000,1300,1150.0
2023-02-12,Pune,Pune,Onion,Local,500,1300,900.0
2023-02-12,Pune,Pune(Khadiki),Onion,Local,800,1000,900.0
2023-02-12,Nagpur,Nagpur,Onion,Red,800,1300,1125.0
2023-02-12,Jalgaon,Bhusaval,Onion,Red,1000,1000,1000.0
2023-02-12,Sholapur,Akluj,Onion,Red,300,1400,1000.0
2023-02-12,Ahmednagar,Shrigonda,Onion,Other,300,1100,900.0
2023-02-12,Raigad,Pen,Onion,Red,2400,2600,2400.0
2023-02-12,Chattrapati Sambhajinagar,Vaijpur,Onion,Red,450,950,850.0
2023-02-12,Pune,Manchar,Onion,Other,700,1300,1000.0
2023-02-12,Chattrapati Sambhajinagar,Chattrapati Sambhajinagar,Onion,Other,300,1000,650.0
2023-02-12,Ahmednagar,Rahata,Onion,Other,200,1150,800.0
2023-02-12,Nagpur,Kamthi,Onion,Local,1400,1800,1600.0
2023-02-12,Ahmednagar,Parner,Onion,Red,200,1300,900.0
2023-02-12,Pune,Pune(Moshi),Onion,Local,300,1100,700.0
2023-02-12,Amarawati,Amrawati(Frui & Veg. Market),Onion,Local,1000,1500,1250.0
2023-02-12,Ahmednagar,Rahuri,Onion,Other,100,1100,600.0
2023-02-12,Satara,Karad,Onion,Other,1000,1200,1200.0
2023-02-12,Raigad,Karjat(Raigad),Onion,1st Sort,200,1100,700.0
2023-02-12,Pune,Junnar(Alephata),Onion,Other,600,1300,1000.0
2023-02-12,Ahmednagar,Pathardi,Onion,Red,200,1200,900.0
2023-02-12,Pune,Pune(Manjri),Onion,Local,800,1300,1100.0
2023-02-12,Pune,Junnar(Otur),Onion,Other,500,1400,1000.0
2023-02-12,Pune,Junnar,Onion,Other,900,1300,1000.0
2023-02-12,Nagpur,Ramtek,Onion,Other,1800,2000,1900.0
2023-02-12,Satara,Satara,Onion,Other,1000,1500,1250.0
2023-02-12,Jalgaon,Yawal,Onion,Red,1020,2000,1710.0
2023-02-13,Ahmednagar,Shevgaon,Onion,1st Sort,800,1100,800.0
2023-02-13,Nashik,Yeola,Onion,Red,100,1090,700.0
2023-02-13,Nashik,Umrane,Onion,Red,551,1048,750.0
2023-02-13,Chattrapati Sambhajinagar,Lasur Station,Onion,Other,450,1050,775.0
2023-02-13,Kolhapur,Kolhapur,Onion,Other,500,1500,1000.0
2023-02-13,Pune,Pune(Moshi),Onion,Local,300,1000,650.0
2023-02-13,Nashik,Kalvan,Onion,Red,150,950,750.0
2023-02-13,Nashik,Devala,Onion,Red,150,945,775.0
2023-02-13,Nashik,Pimpalgaon,Onion,Pole,300,1435,801.0
2023-02-13,Pune,Pune(Khadiki),Onion,Local,800,1200,1000.0
2023-02-13,Jalgaon,Yawal,Onion,Red,1030,2010,1710.0
2023-02-13,Pune,Pune,Onion,Local,500,1300,900.0
2023-02-13,Chandrapur,Chandrapur(Ganjwad),Onion,White,1400,1800,1500.0
